variance,percentage,fxy,cxy,reward,done
0.7,0.5,-0.06,-0.3,0.0622,True
0.7,0.5,-0.04,-0.4,0.0557,True
0.7,0.5,-0.04,-0.3,0.0462,False
0.7,0.5,-0.04,-0.2,0.0412,False
0.7,0.5,-0.04,-0.1,0.0438,False
0.7,0.5,-0.04,0.1,0.0691,True
0.7,0.5,-0.02,-0.4,0.0592,True
0.7,0.5,-0.02,-0.3,0.0442,False
0.7,0.5,-0.02,-0.2,0.03,False
0.7,0.5,-0.02,-0.1,0.0212,False
0.7,0.5,-0.02,0.0,0.0266,False
0.7,0.5,-0.02,0.1,0.0424,False
0.7,0.5,0.0,-0.3,0.0564,True
0.7,0.5,0.0,-0.2,0.0391,False
0.7,0.5,0.0,-0.1,0.0211,False
0.7,0.5,0.0,0.0,0.0028,False
0.7,0.5,0.0,0.1,0.0187,False
0.7,0.5,0.02,-0.2,0.0589,True
0.7,0.5,0.02,0.0,0.0255,False
0.7,0.6,-0.04,-0.4,0.0557,True
0.7,0.6,-0.04,-0.3,0.0462,False
0.7,0.6,-0.04,-0.2,0.0412,False
0.7,0.6,-0.04,-0.1,0.0438,False
0.7,0.6,-0.02,-0.4,0.0592,True
0.7,0.6,-0.02,-0.3,0.0442,False
0.7,0.6,-0.02,-0.2,0.03,False
0.7,0.6,-0.02,-0.1,0.0212,False
0.7,0.6,-0.02,0.0,0.0266,False
0.7,0.6,-0.02,0.1,0.0424,False
0.7,0.6,0.0,-0.3,0.0564,True
0.7,0.6,0.0,-0.2,0.0391,False
0.7,0.6,0.0,-0.1,0.0211,False
0.7,0.6,0.0,0.0,0.0028,False
0.7,0.6,0.0,0.1,0.0187,False
0.7,0.6,0.02,0.0,0.0255,False
0.7,0.7,-0.06,-0.3,0.0622,True
0.7,0.7,-0.06,-0.2,0.064,True
0.7,0.7,-0.04,-0.4,0.0557,True
0.7,0.7,-0.04,-0.3,0.0462,False
0.7,0.7,-0.04,-0.2,0.0412,False
0.7,0.7,-0.04,-0.1,0.0438,False
0.7,0.7,-0.02,-0.4,0.0592,True
0.7,0.7,-0.02,-0.3,0.0442,False
0.7,0.7,-0.02,-0.2,0.03,False
0.7,0.7,-0.02,-0.1,0.0212,False
0.7,0.7,-0.02,0.0,0.0266,False
0.7,0.7,-0.02,0.1,0.0424,False
0.7,0.7,0.0,-0.3,0.0564,True
0.7,0.7,0.0,-0.2,0.0391,False
0.7,0.7,0.0,-0.1,0.0211,False
0.7,0.7,0.0,0.0,0.0028,False
0.7,0.7,0.0,0.1,0.0187,False
0.7,0.7,0.02,-0.2,0.0589,True
0.7,0.7,0.02,0.0,0.0255,False
0.7,0.8,-0.06,-0.3,0.0622,True
0.7,0.8,-0.04,-0.4,0.0557,True
0.7,0.8,-0.04,-0.3,0.0462,False
0.7,0.8,-0.04,-0.2,0.0412,False
0.7,0.8,-0.02,-0.4,0.0592,True
0.7,0.8,-0.02,-0.3,0.0442,False
0.7,0.8,-0.02,-0.2,0.03,False
0.7,0.8,-0.02,-0.1,0.0212,False
0.7,0.8,-0.02,0.0,0.0266,False
0.7,0.8,0.0,-0.3,0.0564,True
0.7,0.8,0.0,-0.2,0.0391,False
0.7,0.8,0.0,0.0,0.0028,False
0.7,0.8,0.02,-0.2,0.0589,True
0.7,0.8,0.02,0.0,0.0255,False
0.7,0.9,-0.06,-0.3,0.0622,True
0.7,0.9,-0.04,-0.4,0.0557,True
0.7,0.9,-0.04,-0.3,0.0462,False
0.7,0.9,-0.04,-0.2,0.0412,False
0.7,0.9,-0.04,-0.1,0.0438,False
0.7,0.9,-0.04,0.0,0.0538,True
0.7,0.9,-0.02,-0.4,0.0592,True
0.7,0.9,-0.02,-0.3,0.0442,False
0.7,0.9,-0.02,-0.2,0.03,False
0.7,0.9,-0.02,-0.1,0.0212,False
0.7,0.9,-0.02,0.0,0.0266,False
0.7,0.9,0.0,-0.3,0.0564,True
0.7,0.9,0.0,-0.2,0.0391,False
0.7,0.9,0.0,-0.1,0.0211,False
0.7,0.9,0.0,0.0,0.0028,False
0.7,0.9,0.02,-0.2,0.0589,True
0.7,1.0,-0.06,-0.3,0.0622,True
0.7,1.0,-0.04,-0.4,0.0557,True
0.7,1.0,-0.04,-0.3,0.0462,False
0.7,1.0,-0.04,-0.2,0.0412,False
0.7,1.0,-0.04,-0.1,0.0438,False
0.7,1.0,-0.04,0.0,0.0538,True
0.7,1.0,-0.02,-0.4,0.0592,True
0.7,1.0,-0.02,-0.3,0.0442,False
0.7,1.0,-0.02,-0.2,0.03,False
0.7,1.0,-0.02,-0.1,0.0212,False
0.7,1.0,-0.02,0.0,0.0266,False
0.7,1.0,0.0,-0.3,0.0564,True
0.7,1.0,0.0,-0.2,0.0391,False
0.7,1.0,0.0,-0.1,0.0211,False
0.9,0.0,-0.06,-0.3,0.0622,True
0.9,0.0,-0.06,-0.2,0.064,True
0.9,0.0,-0.06,-0.1,0.0707,True
0.9,0.0,-0.04,-0.4,0.0557,True
0.9,0.0,-0.04,-0.3,0.0462,False
0.9,0.0,-0.04,-0.2,0.0412,False
0.9,0.0,-0.04,-0.1,0.0438,False
0.9,0.0,-0.04,0.0,0.0538,True
0.9,0.0,-0.02,-0.4,0.0592,True
0.9,0.0,-0.02,-0.3,0.0442,False
0.9,0.0,-0.02,-0.2,0.03,False
0.9,0.0,-0.02,-0.1,0.0212,False
0.9,0.0,-0.02,0.0,0.0266,False
0.9,0.0,-0.02,0.1,0.0424,False
0.9,0.0,0.0,-0.3,0.0564,True
0.9,0.0,0.0,-0.2,0.0391,False
0.9,0.0,0.0,-0.1,0.0211,False
0.9,0.0,0.0,0.0,0.0028,False
0.9,0.0,0.0,0.1,0.0187,False
0.9,0.0,0.0,0.2,0.3131,True
0.9,0.0,0.02,-0.1,0.0419,False
0.9,0.0,0.02,0.0,0.0255,False
0.9,0.0,0.02,0.1,0.1583,True
0.9,0.0,0.04,-0.1,0.0653,True
0.9,0.1,-0.06,-0.3,0.0622,True
0.9,0.1,-0.06,-0.1,0.0707,True
0.9,0.1,-0.04,-0.4,0.0557,True
0.9,0.1,-0.04,-0.3,0.0462,False
0.9,0.1,-0.04,-0.2,0.0412,False
0.9,0.1,-0.04,-0.1,0.0438,False
0.9,0.1,-0.04,0.0,0.0538,True
0.9,0.1,-0.02,-0.4,0.0592,True
0.9,0.1,-0.02,-0.3,0.0442,False
0.9,0.1,-0.02,-0.2,0.03,False
0.9,0.1,-0.02,-0.1,0.0212,False
0.9,0.1,-0.02,0.0,0.0266,False
0.9,0.1,-0.02,0.1,0.0424,False
0.9,0.1,0.0,-0.3,0.0564,True
0.9,0.1,0.0,-0.2,0.0391,False
0.9,0.1,0.0,-0.1,0.0211,False
0.9,0.1,0.0,0.0,0.0028,False
0.9,0.1,0.0,0.1,0.0187,False
0.9,0.1,0.0,0.2,0.3131,True
0.9,0.1,0.02,-0.2,0.0589,True
0.9,0.1,0.02,-0.1,0.0419,False
0.9,0.1,0.02,0.0,0.0255,False
0.9,0.1,0.02,0.1,0.1583,True
0.9,0.2,-0.06,-0.3,0.0622,True
0.9,0.2,-0.06,-0.2,0.064,True
0.9,0.2,-0.04,-0.4,0.0557,True
0.9,0.2,-0.04,-0.3,0.0462,False
0.9,0.2,-0.04,-0.2,0.0412,False
0.9,0.2,-0.04,-0.1,0.0438,False
0.9,0.2,-0.04,0.0,0.0538,True
0.9,0.2,-0.04,0.1,0.0691,True
0.9,0.2,-0.02,-0.4,0.0592,True
0.9,0.2,-0.02,-0.3,0.0442,False
0.9,0.2,-0.02,-0.2,0.03,False
0.9,0.2,-0.02,-0.1,0.0212,False
0.9,0.2,-0.02,0.0,0.0266,False
0.9,0.2,-0.02,0.1,0.0424,False
0.9,0.2,0.0,-0.3,0.0564,True
0.9,0.2,0.0,-0.2,0.0391,False
0.9,0.2,0.0,-0.1,0.0211,False
0.9,0.2,0.0,0.0,0.0028,False
0.9,0.2,0.0,0.1,0.0187,False
0.9,0.2,0.02,-0.2,0.0589,True
0.9,0.2,0.02,-0.1,0.0419,False
0.9,0.2,0.02,0.0,0.0255,False
0.9,0.2,0.02,0.1,0.1583,True
0.9,0.3,-0.06,-0.3,0.0622,True
0.9,0.3,-0.06,-0.2,0.064,True
0.9,0.3,-0.04,-0.4,0.0557,True
0.9,0.3,-0.04,-0.3,0.0462,False
0.9,0.3,-0.04,-0.2,0.0412,False
0.9,0.3,-0.04,-0.1,0.0438,False
0.9,0.3,-0.04,0.0,0.0538,True
0.9,0.3,-0.02,-0.4,0.0592,True
0.9,0.3,-0.02,-0.3,0.0442,False
0.9,0.3,-0.02,-0.2,0.03,False
0.9,0.3,-0.02,-0.1,0.0212,False
0.9,0.3,-0.02,0.0,0.0266,False
0.9,0.3,-0.02,0.1,0.0424,False
0.9,0.3,0.0,-0.3,0.0564,True
0.9,0.3,0.0,-0.2,0.0391,False
0.9,0.3,0.0,-0.1,0.0211,False
0.9,0.3,0.0,0.0,0.0028,False
0.9,0.3,0.0,0.1,0.0187,False
0.9,0.3,0.02,-0.2,0.0589,True
0.9,0.3,0.02,-0.1,0.0419,False
0.9,0.3,0.02,0.0,0.0255,False
0.9,0.3,0.04,-0.1,0.0653,True
0.9,0.4,-0.06,-0.1,0.0707,True
0.9,0.4,-0.04,-0.4,0.0557,True
0.9,0.4,-0.04,-0.3,0.0462,False
0.9,0.4,-0.04,-0.2,0.0412,False
0.9,0.4,-0.04,-0.1,0.0438,False
0.9,0.4,-0.02,-0.4,0.0592,True
0.9,0.4,-0.02,-0.3,0.0442,False
0.9,0.4,-0.02,-0.2,0.03,False
0.9,0.4,-0.02,-0.1,0.0212,False
0.9,0.4,-0.02,0.0,0.0266,False
0.9,0.4,-0.02,0.1,0.0424,False
0.9,0.4,0.0,-0.3,0.0564,True
0.9,0.4,0.0,-0.2,0.0391,False
0.9,0.4,0.0,-0.1,0.0211,False
0.9,0.4,0.0,0.0,0.0028,False
0.9,0.4,0.0,0.1,0.0187,False
0.9,0.4,0.02,-0.2,0.0589,True
0.9,0.4,0.02,-0.1,0.0419,False
0.9,0.4,0.02,0.0,0.0255,False
0.9,0.5,-0.06,-0.2,0.064,True
0.9,0.5,-0.04,-0.4,0.0557,True
0.9,0.5,-0.04,-0.3,0.0462,False
0.9,0.5,-0.04,-0.2,0.0412,False
0.9,0.5,-0.04,-0.1,0.0438,False
0.9,0.5,-0.04,0.0,0.0538,True
0.9,0.5,-0.02,-0.4,0.0592,True
0.9,0.5,-0.02,-0.3,0.0442,False
0.9,0.5,-0.02,-0.2,0.03,False
0.9,0.5,-0.02,-0.1,0.0212,False
0.9,0.5,-0.02,0.0,0.0266,False
0.9,0.5,-0.02,0.1,0.0424,False
0.9,0.5,0.0,-0.3,0.0564,True
0.9,0.5,0.0,-0.2,0.0391,False
0.9,0.5,0.0,-0.1,0.0211,False
0.9,0.5,0.0,0.0,0.0028,False
0.9,0.5,0.0,0.1,0.0187,False
0.9,0.5,0.0,0.2,0.3131,True
0.9,0.5,0.02,-0.2,0.0589,True
0.9,0.5,0.02,-0.1,0.0419,False
0.9,0.5,0.02,0.0,0.0255,False
0.9,0.6,-0.06,-0.3,0.0622,True
0.9,0.6,-0.04,-0.4,0.0557,True
0.9,0.6,-0.04,-0.3,0.0462,False
0.9,0.6,-0.04,-0.2,0.0412,False
0.9,0.6,-0.04,0.0,0.0538,True
0.9,0.6,-0.02,-0.4,0.0592,True
0.9,0.6,-0.02,-0.3,0.0442,False
0.9,0.6,-0.02,-0.2,0.03,False
0.9,0.6,-0.02,-0.1,0.0212,False
0.9,0.6,-0.02,0.0,0.0266,False
0.9,0.6,-0.02,0.1,0.0424,False
0.9,0.6,-0.02,0.2,0.1412,True
0.9,0.6,0.0,-0.3,0.0564,True
0.9,0.6,0.0,-0.2,0.0391,False
0.9,0.6,0.0,-0.1,0.0211,False
0.9,0.6,0.0,0.0,0.0028,False
0.9,0.6,0.0,0.1,0.0187,False
0.9,0.6,0.02,-0.1,0.0419,False
0.9,0.6,0.02,0.0,0.0255,False
0.9,0.6,0.02,0.1,0.1583,True
0.9,0.7,-0.06,-0.3,0.0622,True
0.9,0.7,-0.04,-0.4,0.0557,True
0.9,0.7,-0.04,-0.3,0.0462,False
0.9,0.7,-0.04,-0.2,0.0412,False
0.9,0.7,-0.04,0.0,0.0538,True
0.9,0.7,-0.02,-0.4,0.0592,True
0.9,0.7,-0.02,-0.3,0.0442,False
0.9,0.7,-0.02,-0.2,0.03,False
0.9,0.7,-0.02,-0.1,0.0212,False
0.9,0.7,-0.02,0.0,0.0266,False
0.9,0.7,-0.02,0.1,0.0424,False
0.9,0.7,0.0,-0.3,0.0564,True
0.9,0.7,0.0,-0.2,0.0391,False
0.9,0.7,0.0,-0.1,0.0211,False
0.9,0.7,0.0,0.0,0.0028,False
0.9,0.7,0.0,0.1,0.0187,False
0.9,0.7,0.02,0.0,0.0255,False
0.9,0.8,-0.06,-0.3,0.0622,True
0.9,0.8,-0.04,-0.4,0.0557,True
0.9,0.8,-0.04,-0.3,0.0462,False
0.9,0.8,-0.04,-0.2,0.0412,False
0.9,0.8,-0.02,-0.4,0.0592,True
0.9,0.8,-0.02,-0.3,0.0442,False
0.9,0.8,-0.02,-0.2,0.03,False
0.9,0.8,-0.02,-0.1,0.0212,False
0.9,0.8,0.0,-0.3,0.0564,True
0.9,0.8,0.0,-0.2,0.0391,False
0.9,0.8,0.0,-0.1,0.0211,False
0.9,0.8,0.0,0.0,0.0028,False
0.9,0.8,0.0,0.1,0.0187,False
0.9,0.8,0.02,-0.2,0.0589,True
0.9,0.8,0.02,0.0,0.0255,False
0.9,0.9,-0.06,-0.3,0.0622,True
0.9,0.9,-0.04,-0.4,0.0557,True
0.9,0.9,-0.04,-0.3,0.0462,False
0.9,0.9,-0.04,-0.2,0.0412,False
0.9,0.9,-0.04,-0.1,0.0438,False
0.9,0.9,-0.02,-0.4,0.0592,True
0.9,0.9,-0.02,-0.3,0.0442,False
0.9,0.9,-0.02,-0.2,0.03,False
0.9,0.9,-0.02,-0.1,0.0212,False
0.9,0.9,-0.02,0.0,0.0266,False
0.9,0.9,0.0,-0.3,0.0564,True
0.9,0.9,0.0,-0.2,0.0391,False
0.9,0.9,0.0,-0.1,0.0211,False
0.9,1.0,-0.04,-0.4,0.0557,True
0.9,1.0,-0.04,-0.3,0.0462,False
0.9,1.0,-0.04,-0.2,0.0412,False
0.9,1.0,-0.04,-0.1,0.0438,False
0.9,1.0,-0.04,0.0,0.0538,True
0.9,1.0,-0.02,-0.4,0.0592,True
0.9,1.0,-0.02,-0.3,0.0442,False
0.9,1.0,-0.02,-0.2,0.03,False
0.9,1.0,-0.02,-0.1,0.0212,False
0.9,1.0,-0.02,0.0,0.0266,False
0.9,1.0,0.0,-0.3,0.0564,True
0.9,1.0,0.0,-0.2,0.0391,False
1.1,0.0,-0.04,-0.4,0.0557,True
1.1,0.0,-0.04,-0.3,0.0462,False
1.1,0.0,-0.04,-0.2,0.0412,False
1.1,0.0,-0.04,-0.1,0.0438,False
1.1,0.0,-0.02,-0.4,0.0592,True
1.1,0.0,-0.02,-0.3,0.0442,False
1.1,0.0,-0.02,-0.2,0.03,False
1.1,0.0,-0.02,-0.1,0.0212,False
1.1,0.0,-0.02,0.0,0.0266,False
1.1,0.0,-0.02,0.1,0.0424,False
1.1,0.0,0.0,-0.3,0.0564,True
1.1,0.0,0.0,-0.2,0.0391,False
1.1,0.0,0.0,-0.1,0.0211,False
1.1,0.0,0.0,0.0,0.0028,False
1.1,0.0,0.0,0.1,0.0187,False
1.1,0.0,0.02,-0.2,0.0589,True
1.1,0.0,0.02,-0.1,0.0419,False
1.1,0.0,0.02,0.0,0.0255,False
1.1,0.1,-0.06,-0.3,0.0622,True
1.1,0.1,-0.06,-0.1,0.0707,True
1.1,0.1,-0.04,-0.4,0.0557,True
1.1,0.1,-0.04,-0.3,0.0462,False
1.1,0.1,-0.04,-0.2,0.0412,False
1.1,0.1,-0.04,-0.1,0.0438,False
1.1,0.1,-0.04,0.1,0.0691,True
1.1,0.1,-0.02,-0.4,0.0592,True
1.1,0.1,-0.02,-0.3,0.0442,False
1.1,0.1,-0.02,-0.2,0.03,False
1.1,0.1,-0.02,-0.1,0.0212,False
1.1,0.1,-0.02,0.0,0.0266,False
1.1,0.1,-0.02,0.1,0.0424,False
1.1,0.1,0.0,-0.3,0.0564,True
1.1,0.1,0.0,-0.2,0.0391,False
1.1,0.1,0.0,-0.1,0.0211,False
1.1,0.1,0.0,0.0,0.0028,False
1.1,0.1,0.0,0.1,0.0187,False
1.1,0.1,0.02,-0.2,0.0589,True
1.1,0.1,0.02,-0.1,0.0419,False
1.1,0.1,0.02,0.0,0.0255,False
1.1,0.2,-0.06,-0.3,0.0622,True
1.1,0.2,-0.06,-0.1,0.0707,True
1.1,0.2,-0.04,-0.4,0.0557,True
1.1,0.2,-0.04,-0.3,0.0462,False
1.1,0.2,-0.04,-0.2,0.0412,False
1.1,0.2,-0.04,-0.1,0.0438,False
1.1,0.2,-0.04,0.0,0.0538,True
1.1,0.2,-0.02,-0.4,0.0592,True
1.1,0.2,-0.02,-0.3,0.0442,False
1.1,0.2,-0.02,-0.2,0.03,False
1.1,0.2,-0.02,-0.1,0.0212,False
1.1,0.2,-0.02,0.0,0.0266,False
1.1,0.2,-0.02,0.1,0.0424,False
1.1,0.2,-0.02,0.2,0.1412,True
1.1,0.2,0.0,-0.3,0.0564,True
1.1,0.2,0.0,-0.2,0.0391,False
1.1,0.2,0.0,-0.1,0.0211,False
1.1,0.2,0.0,0.0,0.0028,False
1.1,0.2,0.0,0.1,0.0187,False
1.1,0.2,0.02,-0.1,0.0419,False
1.1,0.2,0.02,0.0,0.0255,False
1.1,0.2,0.02,0.1,0.1583,True
1.1,0.3,-0.06,-0.3,0.0622,True
1.1,0.3,-0.06,-0.1,0.0707,True
1.1,0.3,-0.04,-0.4,0.0557,True
1.1,0.3,-0.04,-0.3,0.0462,False
1.1,0.3,-0.04,-0.2,0.0412,False
1.1,0.3,-0.04,-0.1,0.0438,False
1.1,0.3,-0.04,0.0,0.0538,True
1.1,0.3,-0.02,-0.4,0.0592,True
1.1,0.3,-0.02,-0.3,0.0442,False
1.1,0.3,-0.02,-0.2,0.03,False
1.1,0.3,-0.02,-0.1,0.0212,False
1.1,0.3,-0.02,0.0,0.0266,False
1.1,0.3,-0.02,0.1,0.0424,False
1.1,0.3,0.0,-0.3,0.0564,True
1.1,0.3,0.0,-0.2,0.0391,False
1.1,0.3,0.0,-0.1,0.0211,False
1.1,0.3,0.0,0.0,0.0028,False
1.1,0.3,0.0,0.1,0.0187,False
1.1,0.3,0.02,-0.2,0.0589,True
1.1,0.3,0.02,-0.1,0.0419,False
1.1,0.3,0.02,0.0,0.0255,False
1.1,0.3,0.04,-0.1,0.0653,True
1.1,0.4,-0.04,-0.4,0.0557,True
1.1,0.4,-0.04,-0.3,0.0462,False
1.1,0.4,-0.04,-0.2,0.0412,False
1.1,0.4,-0.04,-0.1,0.0438,False
1.1,0.4,-0.02,-0.4,0.0592,True
1.1,0.4,-0.02,-0.3,0.0442,False
1.1,0.4,-0.02,-0.2,0.03,False
1.1,0.4,-0.02,-0.1,0.0212,False
1.1,0.4,-0.02,0.0,0.0266,False
1.1,0.4,0.0,-0.2,0.0391,False
1.1,0.4,0.0,-0.1,0.0211,False
1.1,0.4,0.0,0.0,0.0028,False
1.1,0.4,0.0,0.1,0.0187,False
1.1,0.4,0.02,-0.2,0.0589,True
1.1,0.4,0.02,-0.1,0.0419,False
1.1,0.4,0.02,0.0,0.0255,False
1.1,0.5,-0.06,-0.3,0.0622,True
1.1,0.5,-0.04,-0.4,0.0557,True
1.1,0.5,-0.04,-0.3,0.0462,False
1.1,0.5,-0.04,-0.2,0.0412,False
1.1,0.5,-0.04,-0.1,0.0438,False
1.1,0.5,-0.04,0.1,0.0691,True
1.1,0.5,-0.02,-0.4,0.0592,True
1.1,0.5,-0.02,-0.3,0.0442,False
1.1,0.5,-0.02,-0.2,0.03,False
1.1,0.5,-0.02,-0.1,0.0212,False
1.1,0.5,-0.02,0.0,0.0266,False
1.1,0.5,-0.02,0.1,0.0424,False
1.1,0.5,0.0,-0.2,0.0391,False
1.1,0.5,0.0,-0.1,0.0211,False
1.1,0.5,0.0,0.0,0.0028,False
1.1,0.5,0.0,0.1,0.0187,False
1.1,0.5,0.02,-0.1,0.0419,False
1.1,0.5,0.02,0.0,0.0255,False
1.1,0.5,0.04,0.0,0.0502,True
1.1,0.6,-0.06,-0.3,0.0622,True
1.1,0.6,-0.04,-0.4,0.0557,True
1.1,0.6,-0.04,-0.3,0.0462,False
1.1,0.6,-0.04,-0.2,0.0412,False
1.1,0.6,-0.04,-0.1,0.0438,False
1.1,0.6,-0.02,-0.4,0.0592,True
1.1,0.6,-0.02,-0.3,0.0442,False
1.1,0.6,-0.02,-0.2,0.03,False
1.1,0.6,-0.02,-0.1,0.0212,False
1.1,0.6,-0.02,0.0,0.0266,False
1.1,0.6,-0.02,0.1,0.0424,False
1.1,0.6,0.0,-0.3,0.0564,True
1.1,0.6,0.0,-0.2,0.0391,False
1.1,0.6,0.0,-0.1,0.0211,False
1.1,0.6,0.0,0.0,0.0028,False
1.1,0.6,0.0,0.1,0.0187,False
1.1,0.6,0.02,-0.1,0.0419,False
1.1,0.6,0.02,0.0,0.0255,False
1.1,0.7,-0.04,-0.4,0.0557,True
1.1,0.7,-0.04,-0.3,0.0462,False
1.1,0.7,-0.04,-0.2,0.0412,False
1.1,0.7,-0.04,-0.1,0.0438,False
1.1,0.7,-0.04,0.0,0.0538,True
1.1,0.7,-0.02,-0.4,0.0592,True
1.1,0.7,-0.02,-0.3,0.0442,False
1.1,0.7,-0.02,-0.2,0.03,False
1.1,0.7,-0.02,-0.1,0.0212,False
1.1,0.7,-0.02,0.0,0.0266,False
1.1,0.7,-0.02,0.1,0.0424,False
1.1,0.7,0.0,-0.3,0.0564,True
1.1,0.7,0.0,-0.2,0.0391,False
1.1,0.7,0.0,-0.1,0.0211,False
1.1,0.7,0.0,0.0,0.0028,False
1.1,0.7,0.02,-0.2,0.0589,True
1.1,0.7,0.02,-0.1,0.0419,False
1.1,0.8,-0.06,-0.3,0.0622,True
1.1,0.8,-0.06,-0.2,0.064,True
1.1,0.8,-0.04,-0.3,0.0462,False
1.1,0.8,-0.04,-0.2,0.0412,False
1.1,0.8,-0.02,-0.4,0.0592,True
1.1,0.8,-0.02,-0.3,0.0442,False
1.1,0.8,-0.02,-0.2,0.03,False
1.1,0.8,-0.02,-0.1,0.0212,False
1.1,0.8,-0.02,0.0,0.0266,False
1.1,0.8,-0.02,0.1,0.0424,False
1.1,0.8,-0.02,0.2,0.1412,True
1.1,0.8,0.0,-0.3,0.0564,True
1.1,0.8,0.0,-0.2,0.0391,False
1.1,0.8,0.0,-0.1,0.0211,False
1.1,0.8,0.0,0.0,0.0028,False
1.1,0.8,0.0,0.1,0.0187,False
1.1,0.8,0.02,-0.1,0.0419,False
1.1,0.8,0.02,0.0,0.0255,False
1.1,0.9,-0.04,-0.4,0.0557,True
1.1,0.9,-0.04,-0.3,0.0462,False
1.1,0.9,-0.04,-0.2,0.0412,False
1.1,0.9,-0.02,-0.4,0.0592,True
1.1,0.9,-0.02,-0.3,0.0442,False
1.1,0.9,-0.02,-0.2,0.03,False
1.1,0.9,-0.02,0.0,0.0266,False
1.1,0.9,0.0,-0.3,0.0564,True
1.1,0.9,0.0,-0.2,0.0391,False
1.1,0.9,0.0,0.0,0.0028,False
1.1,0.9,0.02,0.0,0.0255,False
1.1,1.0,-0.04,-0.4,0.0557,True
1.1,1.0,-0.04,-0.3,0.0462,False
1.1,1.0,-0.04,-0.2,0.0412,False
1.1,1.0,-0.04,-0.1,0.0438,False
1.1,1.0,-0.02,-0.4,0.0592,True
1.1,1.0,-0.02,-0.3,0.0442,False
1.1,1.0,-0.02,-0.2,0.03,False
1.1,1.0,-0.02,-0.1,0.0212,False
1.1,1.0,0.0,-0.3,0.0564,True
1.1,1.0,0.0,-0.2,0.0391,False
1.1,1.0,0.0,0.0,0.0028,False
1.1,1.0,0.02,0.0,0.0255,False
1.3,0.0,-0.06,-0.2,0.064,True
1.3,0.0,-0.04,-0.4,0.0557,True
1.3,0.0,-0.04,-0.3,0.0462,False
1.3,0.0,-0.04,-0.2,0.0412,False
1.3,0.0,-0.04,-0.1,0.0438,False
1.3,0.0,-0.02,-0.4,0.0592,True
1.3,0.0,-0.02,-0.3,0.0442,False
1.3,0.0,-0.02,-0.2,0.03,False
1.3,0.0,-0.02,-0.1,0.0212,False
1.3,0.0,-0.02,0.0,0.0266,False
1.3,0.0,0.0,-0.3,0.0564,True
1.3,0.0,0.0,-0.2,0.0391,False
1.3,0.0,0.0,-0.1,0.0211,False
1.3,0.0,0.0,0.0,0.0028,False
1.3,0.0,0.0,0.1,0.0187,False
1.3,0.0,0.02,-0.2,0.0589,True
1.3,0.0,0.02,-0.1,0.0419,False
1.3,0.0,0.02,0.0,0.0255,False
1.3,0.0,0.04,-0.1,0.0653,True
1.3,0.0,0.04,0.0,0.0502,True
1.3,0.1,-0.06,-0.3,0.0622,True
1.3,0.1,-0.04,-0.3,0.0462,False
1.3,0.1,-0.04,-0.2,0.0412,False
1.3,0.1,-0.04,-0.1,0.0438,False
1.3,0.1,-0.02,-0.4,0.0592,True
1.3,0.1,-0.02,-0.3,0.0442,False
1.3,0.1,-0.02,-0.2,0.03,False
1.3,0.1,-0.02,-0.1,0.0212,False
1.3,0.1,-0.02,0.0,0.0266,False
1.3,0.1,0.0,-0.3,0.0564,True
1.3,0.1,0.0,-0.2,0.0391,False
1.3,0.1,0.0,-0.1,0.0211,False
1.3,0.1,0.0,0.0,0.0028,False
1.3,0.1,0.0,0.1,0.0187,False
1.3,0.1,0.02,-0.2,0.0589,True
1.3,0.1,0.02,-0.1,0.0419,False
1.3,0.1,0.02,0.0,0.0255,False
1.3,0.1,0.04,-0.1,0.0653,True
1.3,0.2,-0.06,-0.3,0.0622,True
1.3,0.2,-0.04,-0.4,0.0557,True
1.3,0.2,-0.04,-0.3,0.0462,False
1.3,0.2,-0.04,-0.2,0.0412,False
1.3,0.2,-0.04,-0.1,0.0438,False
1.3,0.2,-0.04,0.0,0.0538,True
1.3,0.2,-0.02,-0.4,0.0592,True
1.3,0.2,-0.02,-0.3,0.0442,False
1.3,0.2,-0.02,-0.2,0.03,False
1.3,0.2,-0.02,-0.1,0.0212,False
1.3,0.2,-0.02,0.0,0.0266,False
1.3,0.2,-0.02,0.1,0.0424,False
1.3,0.2,0.0,-0.3,0.0564,True
1.3,0.2,0.0,-0.2,0.0391,False
1.3,0.2,0.0,-0.1,0.0211,False
1.3,0.2,0.0,0.0,0.0028,False
1.3,0.2,0.0,0.1,0.0187,False
1.3,0.2,0.02,-0.2,0.0589,True
1.3,0.2,0.02,-0.1,0.0419,False
1.3,0.2,0.02,0.0,0.0255,False
1.3,0.2,0.04,0.0,0.0502,True
1.3,0.3,-0.04,-0.4,0.0557,True
1.3,0.3,-0.04,-0.3,0.0462,False
1.3,0.3,-0.04,-0.2,0.0412,False
1.3,0.3,-0.04,-0.1,0.0438,False
1.3,0.3,-0.02,-0.4,0.0592,True
1.3,0.3,-0.02,-0.3,0.0442,False
1.3,0.3,-0.02,-0.2,0.03,False
1.3,0.3,-0.02,-0.1,0.0212,False
1.3,0.3,-0.02,0.0,0.0266,False
1.3,0.3,-0.02,0.1,0.0424,False
1.3,0.3,0.0,-0.3,0.0564,True
1.3,0.3,0.0,-0.2,0.0391,False
1.3,0.3,0.0,-0.1,0.0211,False
1.3,0.3,0.0,0.0,0.0028,False
1.3,0.3,0.0,0.1,0.0187,False
1.3,0.3,0.02,-0.1,0.0419,False
